hateSpeech,counterSpeech,cnType,Target
Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,"My friend, like Quran, many ancient literatures in many cultures and religions are still worth reading. For example, The Bible and The Buddhist scriptures are read by all the world and translated to many languages.",Informative,MUSLIMS
Muslim rape our girls.,The media are full of the rumours of rape and abuse committed by Muslim. The problem is not about Islam. It is about violence.,Informative,MUSLIMS
"Women are basically childlike, incapable of serious thought and emotion.","For all we know, men can be born with the same emotional intelligence as women, and viceversa.",Informative,WOMEN
Homosexuals are promiscuous and usually have sex with as many as 10 different partners a week.,"Who have you been spying on? Not all homosexuals have multiple partners. Some find it fulfilling to have only one sexual partner. And that is valid for heterosexuals, too.",Informative,LGBT+
"Black minorities vote to strip wealth, power and opportunity from White people.","Minorities would never hope for such an impact on the rest of the society. Instead, they vote for the equal wealth, power, and opportunity for everyone.",Positive,POC
"Black people are not human, they are nothing but trouble to this country.","This is an accusation that is often levelled at people of any race or religion, regardless of their alleged inferiority. It is time to stop accusing people of colour of being less human just for being different.",Denouncing,POC
"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.","Right wing is earning popularity by blaming Muslims for crimes, but it does not mean that it is actually true.",Informative,MUSLIMS
"Jews can be bribed with public money, this is called bribery.","Anyone, regardless of their religion, who has ever tried to commit bribery knows how easy it is to get caught, because it is a crime. Jewish people are no exception.",Informative,JEWS
Gays are worse that nukes. They like to force their beliefs on others.,"Well, since you are very scared, I am sure you have some examples on when some gay tried to convince you to join their side. I would be interested in hearing that.",Informative,LGBT+
"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.","By your logic, the world will be diverse so long as Islam isn't practiced in Antactica?",Humor,MUSLIMS
If someone wrote the Koran to the present day it would not be allowed.,Have you really read Quran? Actually Quran is not about hate speech. It teaches people to respect people and do good things.,Question,MUSLIMS
"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",Muslims cannot celebrate their own holidays without fear of being targeted by Islamophobic hatred.,Denouncing,MUSLIMS
This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Denouncing,MUSLIMS
We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,"I saw that bit of news, nothing to do with the man peeing on the floor and punching a security guard then? That was allowed and he was chucked out for wearing a flag.",Informative,MUSLIMS
"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!","These are wicked words. But if one person said that, does it mean that everyone agrees with it?",Denouncing,MUSLIMS
Gender equality is just a war on masculinity.,"This simply isn't true. A woman has equal rights and does not have to be considered a man's oppressor just because of her gender and legitimate demands. This has been called a ""war on masculinity"" but in reality it is just a ""code word"" for the oppression of women.",Informative,WOMEN
Islam is a death cult.,"We know from the news about few Muslims who are violent people. Instead I know a lot of Muslims who are good people, who work hard and pay taxes to help their families.",Positive,MUSLIMS
Faggots are ruining this country.,"It seems that you have become intolerant to homosexuals, maybe you should reflect on the reasons why you feel this way about people practicing love.",Positive,LGBT+
